"","time_point","sentiment","X","nomem_encr","date","follow_the_news_tv.radio","follow_the_news_internet","follow_the_news_free.newspaper","follow_the_news_paid.newspaper","follow_the_news_not.hardly","follow_the_news_dont_know","interested_in_the_news","confidence_dutch_parliament","confidence_eu_parliament","rural_urban","education","age","news_consumption","cohort","edu","urb","trust_eu_levels","sentiment_binary"
"2590","Period 1",0.0129972529608938,56626,850872,"2019-12-01",1,1,0,0,0,0,1,5,3,1,6,60,FALSE,"Age 56+","High","Urban","Low","Positive"
"2591","Period 1",0.0129972529608938,56627,850885,"2019-12-01",1,1,0,1,0,0,2,7,6,5,3,21,TRUE,"Age 16-29","Medium","Rural","Medium","Positive"
"2592","Period 1",0.0129972529608938,56628,850888,"2019-12-01",1,0,0,1,0,0,1,6,2,3,4,75,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"2593","Period 1",0.0129972529608938,56629,850900,"2019-12-01",1,0,0,1,0,0,1,5,0,1,4,68,TRUE,"Age 56+","Medium","Urban","Low","Positive"
"2594","Period 1",0.0129972529608938,56630,850909,"2019-12-01",1,1,0,1,0,0,1,7,5,2,5,57,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"2595","Period 1",0.0129972529608938,56631,850942,"2019-12-01",1,1,0,0,0,0,1,8,0,4,4,55,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"2596","Period 1",0.0129972529608938,57725,872445,"2019-12-01",1,1,0,0,0,0,2,4,4,5,4,33,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"2597","Period 1",0.0129972529608938,56633,850952,"2019-12-01",1,1,0,0,0,0,1,8,6,1,6,33,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"2598","Period 1",0.0129972529608938,56634,850979,"2019-12-01",1,1,0,0,0,0,2,7,8,2,3,21,FALSE,"Age 16-29","Medium","Urban","High","Positive"
"2599","Period 1",0.0129972529608938,57728,872574,"2019-12-01",1,1,0,0,0,0,1,7,3,3,5,59,FALSE,"Age 56+","Medium","Rural","Low","Positive"
"2600","Period 1",0.0129972529608938,56636,851006,"2019-12-01",1,1,0,1,0,0,1,8,7,1,6,37,TRUE,"Age 30-55","High","Urban","High","Positive"
"2601","Period 1",0.0129972529608938,56637,851007,"2019-12-01",1,1,0,0,0,0,2,7,6,5,4,40,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"2602","Period 1",0.0129972529608938,57002,858099,"2019-12-01",1,1,0,0,0,0,1,9,7,3,5,49,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"2603","Period 1",0.0129972529608938,56639,851028,"2019-12-01",1,0,0,0,0,0,3,9,9,5,2,69,FALSE,"Age 56+","Low","Rural","High","Positive"
"2604","Period 1",0.0129972529608938,56640,851037,"2019-12-01",1,1,0,1,0,0,2,8,6,3,6,27,TRUE,"Age 16-29","High","Rural","Medium","Positive"
"2605","Period 1",0.0129972529608938,56641,851077,"2019-12-01",1,1,0,0,0,0,2,2,2,2,3,32,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"2606","Period 1",0.0129972529608938,56642,851098,"2019-12-01",1,1,0,0,0,0,1,3,1,5,4,58,FALSE,"Age 56+","Medium","Rural","Low","Positive"
"2607","Period 1",0.0129972529608938,56643,851101,"2019-12-01",0,1,0,0,0,0,2,7,5,1,5,50,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"2608","Period 1",0.0129972529608938,56644,851104,"2019-12-01",1,1,0,0,0,0,2,4,4,2,2,74,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"2609","Period 1",0.0129972529608938,56645,851110,"2019-12-01",1,1,0,0,0,0,2,6,6,5,3,19,FALSE,"Age 16-29","Medium","Rural","Medium","Positive"
"2610","Period 1",0.0129972529608938,56646,851123,"2019-12-01",1,1,0,0,0,0,2,6,5,3,4,52,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"2611","Period 1",0.0129972529608938,56647,851136,"2019-12-01",1,1,0,0,0,0,1,3,1,3,6,35,FALSE,"Age 30-55","High","Rural","Low","Positive"
"2612","Period 1",0.0129972529608938,56648,851144,"2019-12-01",1,1,0,1,0,0,1,6,6,2,5,76,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"2613","Period 1",0.0129972529608938,56649,851235,"2019-12-01",1,0,0,1,0,0,2,4,4,2,5,62,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"2614","Period 1",0.0129972529608938,56650,851239,"2019-12-01",1,1,0,0,0,0,2,3,1,2,6,28,FALSE,"Age 16-29","High","Urban","Low","Positive"
"2615","Period 1",0.0129972529608938,57744,872817,"2019-12-01",1,0,0,1,0,0,1,6,7,4,2,64,TRUE,"Age 56+","Low","Rural","High","Positive"
"2616","Period 1",0.0129972529608938,56652,851260,"2019-12-01",1,1,0,1,0,0,1,7,7,2,3,74,TRUE,"Age 56+","Medium","Urban","High","Positive"
"2617","Period 1",0.0129972529608938,56653,851269,"2019-12-01",1,1,0,0,0,0,2,8,7,2,5,39,FALSE,"Age 30-55","Medium","Urban","High","Positive"
"2618","Period 1",0.0129972529608938,56654,851275,"2019-12-01",1,1,0,0,0,0,1,8,7,1,3,37,FALSE,"Age 30-55","Medium","Urban","High","Positive"
"2619","Period 1",0.0129972529608938,56655,851303,"2019-12-01",1,1,0,0,0,0,1,8,7,5,6,33,FALSE,"Age 30-55","High","Rural","High","Positive"
"2620","Period 1",0.0129972529608938,56656,851306,"2019-12-01",1,1,0,1,0,0,1,7,7,4,5,64,TRUE,"Age 56+","Medium","Rural","High","Positive"
"2621","Period 1",0.0129972529608938,56657,851327,"2019-12-01",1,0,0,0,0,0,1,8,7,4,5,66,FALSE,"Age 56+","Medium","Rural","High","Positive"
"2622","Period 1",0.0129972529608938,56658,851364,"2019-12-01",1,0,0,0,0,0,2,2,1,4,2,60,FALSE,"Age 56+","Low","Rural","Low","Positive"
"2623","Period 1",0.0129972529608938,56659,851379,"2019-12-01",0,0,0,1,0,0,2,5,5,2,4,53,TRUE,"Age 30-55","Medium","Urban","Medium","Positive"
"2624","Period 1",0.0129972529608938,56660,851397,"2019-12-01",0,1,0,0,0,0,2,7,6,5,5,43,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"2625","Period 1",0.0129972529608938,56661,851400,"2019-12-01",-9,-9,-9,-9,-9,-9,-9,7,5,4,5,75,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"2626","Period 1",0.0129972529608938,56662,851403,"2019-12-01",0,0,0,0,1,0,2,7,3,2,5,29,FALSE,"Age 16-29","Medium","Urban","Low","Positive"
"2627","Period 1",0.0129972529608938,56663,851425,"2019-12-01",1,0,0,1,0,0,1,6,4,3,5,56,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2628","Period 1",0.0129972529608938,56664,851431,"2019-12-01",1,1,0,0,0,0,1,4,0,2,5,51,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"2629","Period 1",0.0129972529608938,56665,851443,"2019-12-01",1,1,0,0,0,0,1,8,6,4,2,63,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"2630","Period 1",0.0129972529608938,56666,851452,"2019-12-01",1,0,0,1,0,0,1,5,4,5,6,59,TRUE,"Age 56+","High","Rural","Medium","Positive"
"2631","Period 1",0.0129972529608938,56667,851454,"2019-12-01",1,1,0,1,0,0,1,5,4,4,6,35,TRUE,"Age 30-55","High","Rural","Medium","Positive"
"2632","Period 1",0.0129972529608938,57761,873324,"2019-12-01",1,0,0,1,0,0,2,6,6,3,2,77,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"2633","Period 1",0.0129972529608938,56669,851535,"2019-12-01",1,1,0,1,0,0,1,7,1,4,5,50,TRUE,"Age 30-55","Medium","Rural","Low","Positive"
"2634","Period 1",0.0129972529608938,56670,851550,"2019-12-01",1,1,0,0,0,0,1,0,0,4,3,56,FALSE,"Age 56+","Medium","Rural","Low","Positive"
"2635","Period 1",0.0129972529608938,56671,851553,"2019-12-01",1,0,0,1,0,0,2,5,6,5,5,74,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2636","Period 1",0.0129972529608938,56672,851564,"2019-12-01",1,1,0,0,0,0,1,6,7,1,4,24,FALSE,"Age 16-29","Medium","Urban","High","Positive"
"2637","Period 1",0.0129972529608938,56673,851580,"2019-12-01",1,0,0,1,0,0,1,4,0,1,5,77,TRUE,"Age 56+","Medium","Urban","Low","Positive"
"2638","Period 1",0.0129972529608938,56674,851583,"2019-12-01",1,1,0,0,0,0,1,7,7,5,6,37,FALSE,"Age 30-55","High","Rural","High","Positive"
"2639","Period 1",0.0129972529608938,56675,851596,"2019-12-01",1,1,0,1,0,0,2,7,5,5,4,55,TRUE,"Age 30-55","Medium","Rural","Medium","Positive"
"2640","Period 1",0.0129972529608938,56676,851611,"2019-12-01",1,1,0,1,0,0,1,7,5,3,5,65,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2641","Period 1",0.0129972529608938,56677,851635,"2019-12-01",0,1,0,0,0,0,2,5,2,4,4,60,FALSE,"Age 56+","Medium","Rural","Low","Positive"
"2642","Period 1",0.0129972529608938,56678,851641,"2019-12-01",1,1,0,1,0,0,2,4,1,2,2,63,TRUE,"Age 56+","Low","Urban","Low","Positive"
"2643","Period 1",0.0129972529608938,56679,851647,"2019-12-01",1,1,0,1,0,0,1,7,5,3,6,71,TRUE,"Age 56+","High","Rural","Medium","Positive"
"2644","Period 1",0.0129972529608938,56680,851671,"2019-12-01",1,1,0,0,0,1,1,5,10,5,6,36,FALSE,"Age 30-55","High","Rural","High","Positive"
"2645","Period 1",0.0129972529608938,56681,851672,"2019-12-01",1,0,0,1,0,0,1,7,6,4,5,74,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2646","Period 1",0.0129972529608938,56682,851681,"2019-12-01",0,1,0,0,0,0,2,7,6,1,6,30,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"2647","Period 1",0.0129972529608938,56683,851691,"2019-12-01",0,1,1,0,0,0,-9,2,7,3,2,17,TRUE,"Age 16-29","Low","Rural","High","Positive"
"2648","Period 1",0.0129972529608938,56684,851705,"2019-12-01",1,1,0,0,0,0,2,3,4,2,2,55,FALSE,"Age 30-55","Low","Urban","Medium","Positive"
"2649","Period 1",0.0129972529608938,56685,851724,"2019-12-01",1,1,0,1,0,0,1,5,5,5,4,69,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2650","Period 1",0.0129972529608938,56686,851736,"2019-12-01",1,1,0,0,0,0,2,7,4,1,6,70,FALSE,"Age 56+","High","Urban","Medium","Positive"
"2651","Period 1",0.0129972529608938,58873,894039,"2019-12-01",0,1,0,0,0,1,2,7,4,2,1,18,FALSE,"Age 16-29","Low","Urban","Medium","Positive"
"2652","Period 1",0.0129972529608938,56688,851773,"2019-12-01",0,0,0,1,0,0,2,8,8,1,6,75,TRUE,"Age 56+","High","Urban","High","Positive"
"2653","Period 1",0.0129972529608938,56689,851794,"2019-12-01",1,0,1,0,0,0,1,6,4,2,2,59,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"2654","Period 1",0.0129972529608938,56690,851800,"2019-12-01",1,1,0,1,0,0,1,6,4,5,3,72,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2655","Period 1",0.0129972529608938,56691,851821,"2019-12-01",1,1,0,0,0,0,2,4,6,2,5,30,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"2656","Period 1",0.0129972529608938,56692,851828,"2019-12-01",1,1,0,1,0,0,1,8,8,1,6,32,TRUE,"Age 30-55","High","Urban","High","Positive"
"2657","Period 1",0.0129972529608938,57786,873794,"2019-12-01",1,1,0,0,0,0,1,4,3,2,5,55,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"2658","Period 1",0.0129972529608938,56694,851855,"2019-12-01",1,1,0,1,0,0,1,7,8,1,6,72,TRUE,"Age 56+","High","Urban","High","Positive"
"2659","Period 1",0.0129972529608938,56695,851876,"2019-12-01",1,0,0,1,0,0,1,5,3,5,5,45,TRUE,"Age 30-55","Medium","Rural","Low","Positive"
"2660","Period 1",0.0129972529608938,56696,851937,"2019-12-01",1,1,0,0,0,0,1,5,5,4,4,32,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"2661","Period 1",0.0129972529608938,56697,851940,"2019-12-01",1,1,0,0,0,0,1,2,2,2,2,43,FALSE,"Age 30-55","Low","Urban","Low","Positive"
"2662","Period 1",0.0129972529608938,56698,851980,"2019-12-01",1,0,0,0,0,0,1,5,6,3,1,76,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"2663","Period 1",0.0129972529608938,56699,851983,"2019-12-01",1,0,0,1,0,0,1,8,7,3,2,67,TRUE,"Age 56+","Low","Rural","High","Positive"
"2664","Period 1",0.0129972529608938,56700,851986,"2019-12-01",1,1,0,0,0,0,1,9,9,1,5,28,FALSE,"Age 16-29","Medium","Urban","High","Positive"
"2665","Period 1",0.0129972529608938,56701,851995,"2019-12-01",1,0,0,1,0,0,1,3,3,4,2,52,TRUE,"Age 30-55","Low","Rural","Low","Positive"
"2666","Period 1",0.0129972529608938,56702,852017,"2019-12-01",1,1,0,0,0,0,1,5,3,4,2,72,FALSE,"Age 56+","Low","Rural","Low","Positive"
"2667","Period 1",0.0129972529608938,56703,852023,"2019-12-01",1,1,0,1,0,0,1,1,0,4,5,79,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"2668","Period 1",0.0129972529608938,57797,874002,"2019-12-01",1,0,0,1,0,0,1,6,6,2,2,69,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"2669","Period 1",0.0129972529608938,56705,852056,"2019-12-01",0,0,0,0,1,0,2,7,5,2,1,17,FALSE,"Age 16-29","Low","Urban","Medium","Positive"
"2670","Period 1",0.0129972529608938,57799,874041,"2019-12-01",0,1,0,0,0,0,1,9,6,2,4,62,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"2671","Period 1",0.0129972529608938,56707,852105,"2019-12-01",1,1,0,0,0,0,2,8,5,1,5,70,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"2672","Period 1",0.0129972529608938,56708,852108,"2019-12-01",1,1,0,0,0,0,2,5,6,4,5,46,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"2673","Period 1",0.0129972529608938,57802,874118,"2019-12-01",1,1,0,1,0,0,2,5,4,3,2,69,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"2674","Period 1",0.0129972529608938,56710,852163,"2019-12-01",1,0,0,0,0,0,1,3,1,4,4,33,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"2675","Period 1",0.0129972529608938,56711,852175,"2019-12-01",1,0,0,1,0,0,1,5,2,4,5,61,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"2676","Period 1",0.0129972529608938,56712,852188,"2019-12-01",1,1,0,1,0,0,1,2,1,4,6,70,TRUE,"Age 56+","High","Rural","Low","Positive"
"2677","Period 1",0.0129972529608938,56713,852191,"2019-12-01",1,0,0,0,0,0,2,6,4,2,2,22,FALSE,"Age 16-29","Low","Urban","Medium","Positive"
"2678","Period 1",0.0129972529608938,57807,874243,"2019-12-01",1,1,0,0,0,0,2,6,5,4,4,50,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"2679","Period 1",0.0129972529608938,56715,852239,"2019-12-01",0,1,0,0,0,0,1,7,0,4,4,25,FALSE,"Age 16-29","Medium","Rural","Low","Positive"
"2680","Period 1",0.0129972529608938,57809,874295,"2019-12-01",1,1,0,1,0,0,1,7,3,3,5,77,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"2681","Period 1",0.0129972529608938,56717,852264,"2019-12-01",1,1,0,1,0,0,2,7,6,3,6,36,TRUE,"Age 30-55","High","Rural","Medium","Positive"
"2682","Period 1",0.0129972529608938,57811,874328,"2019-12-01",0,0,0,1,0,0,1,7,7,1,6,73,TRUE,"Age 56+","High","Urban","High","Positive"
"2683","Period 1",0.0129972529608938,56719,852288,"2019-12-01",1,1,0,0,0,0,1,5,5,3,4,58,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"2684","Period 1",0.0129972529608938,57813,874340,"2019-12-01",0,1,0,0,0,0,2,5,4,5,5,66,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"2685","Period 1",0.0129972529608938,56721,852322,"2019-12-01",0,1,0,0,0,0,3,7,3,1,5,48,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"2686","Period 1",0.0129972529608938,56722,852359,"2019-12-01",1,0,0,0,0,0,1,10,7,5,4,41,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"2687","Period 1",0.0129972529608938,56723,852410,"2019-12-01",1,1,0,0,0,0,1,6,6,1,6,43,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"2688","Period 1",0.0129972529608938,56724,852416,"2019-12-01",1,1,0,0,0,0,1,4,1,3,5,51,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"2689","Period 1",0.0129972529608938,56725,852423,"2019-12-01",1,1,0,0,0,0,2,2,2,2,2,46,FALSE,"Age 30-55","Low","Urban","Low","Positive"
"2690","Period 1",0.0129972529608938,56726,852429,"2019-12-01",1,0,0,1,0,0,1,7,4,5,2,78,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"2691","Period 1",0.0129972529608938,56727,852438,"2019-12-01",1,1,0,0,0,0,1,0,0,5,4,66,FALSE,"Age 56+","Medium","Rural","Low","Positive"
"2692","Period 1",0.0129972529608938,56728,852441,"2019-12-01",1,0,0,0,0,0,3,7,1,2,1,60,FALSE,"Age 56+","Low","Urban","Low","Positive"
"2693","Period 1",0.0129972529608938,56729,852465,"2019-12-01",1,1,0,0,0,0,2,7,6,5,4,29,FALSE,"Age 16-29","Medium","Rural","Medium","Positive"
"2694","Period 1",0.0129972529608938,56730,852499,"2019-12-01",1,1,0,1,0,0,1,5,3,4,3,56,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"2695","Period 1",0.0129972529608938,56731,852505,"2019-12-01",0,1,0,0,0,0,2,8,7,2,6,38,FALSE,"Age 30-55","High","Urban","High","Positive"
"2696","Period 1",0.0129972529608938,56732,852523,"2019-12-01",1,1,0,0,0,0,1,7,5,2,6,33,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"2697","Period 1",0.0129972529608938,56733,852545,"2019-12-01",1,1,0,1,0,0,1,4,2,4,4,45,TRUE,"Age 30-55","Medium","Rural","Low","Positive"
"2698","Period 1",0.0129972529608938,56734,852566,"2019-12-01",1,1,0,1,0,0,2,3,9,3,2,66,TRUE,"Age 56+","Low","Rural","High","Positive"
"2699","Period 1",0.0129972529608938,57828,874600,"2019-12-01",1,1,1,0,0,0,2,6,5,5,4,56,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2700","Period 1",0.0129972529608938,56736,852603,"2019-12-01",1,1,0,0,0,0,1,5,4,3,3,40,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"2701","Period 1",0.0129972529608938,57101,860327,"2019-12-01",1,1,0,0,0,0,2,7,7,5,5,40,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"2702","Period 1",0.0129972529608938,56738,852624,"2019-12-01",1,0,0,0,0,0,2,6,3,5,2,60,FALSE,"Age 56+","Low","Rural","Low","Positive"
"2703","Period 1",0.0129972529608938,56739,852636,"2019-12-01",1,1,0,0,0,0,2,7,6,5,4,44,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"2704","Period 1",0.0129972529608938,58926,895216,"2019-12-01",1,1,0,1,0,0,1,7,6,5,5,53,TRUE,"Age 30-55","Medium","Rural","Medium","Positive"
"2705","Period 1",0.0129972529608938,56741,852645,"2019-12-01",1,0,0,1,0,0,2,6,5,1,5,61,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"2706","Period 1",0.0129972529608938,56742,852658,"2019-12-01",0,1,0,0,0,0,2,7,8,2,1,24,FALSE,"Age 16-29","Low","Urban","High","Positive"
"2707","Period 1",0.0129972529608938,56743,852697,"2019-12-01",1,1,0,0,0,0,1,5,5,5,2,68,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"2708","Period 1",0.0129972529608938,56744,852752,"2019-12-01",1,1,0,0,0,0,2,7,5,2,4,37,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"2709","Period 1",0.0129972529608938,57838,874813,"2019-12-01",1,1,0,0,0,0,1,5,1,1,1,54,FALSE,"Age 30-55","Low","Urban","Low","Positive"
"2710","Period 1",0.0129972529608938,56746,852784,"2019-12-01",0,1,0,0,0,0,2,4,0,3,6,61,FALSE,"Age 56+","High","Rural","Low","Positive"
"2711","Period 1",0.0129972529608938,56747,852810,"2019-12-01",1,0,1,1,0,0,1,0,1,1,2,71,TRUE,"Age 56+","Low","Urban","Low","Positive"
"2712","Period 1",0.0129972529608938,56748,852819,"2019-12-01",1,0,0,1,0,0,2,7,7,5,3,65,TRUE,"Age 56+","Medium","Rural","High","Positive"
"2713","Period 1",0.0129972529608938,56749,852844,"2019-12-01",1,1,0,0,0,0,-9,6,7,3,4,26,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"2714","Period 1",0.0129972529608938,56750,852847,"2019-12-01",0,1,0,0,0,0,3,3,5,2,5,30,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"2715","Period 1",0.0129972529608938,56751,852886,"2019-12-01",1,1,0,1,0,0,1,6,1,3,5,71,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"2716","Period 1",0.0129972529608938,57845,874993,"2019-12-01",0,0,0,0,1,0,3,5,5,1,5,36,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"2717","Period 1",0.0129972529608938,56753,852935,"2019-12-01",1,0,0,0,0,0,2,5,4,5,2,44,FALSE,"Age 30-55","Low","Rural","Medium","Positive"
"2718","Period 1",0.0129972529608938,56754,852954,"2019-12-01",1,1,0,0,0,0,1,7,5,1,2,40,FALSE,"Age 30-55","Low","Urban","Medium","Positive"
"2719","Period 1",0.0129972529608938,56755,853030,"2019-12-01",1,1,0,0,0,0,2,1,1,1,5,46,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"2720","Period 1",0.0129972529608938,56756,853039,"2019-12-01",1,0,0,1,0,0,2,5,5,2,1,69,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"2721","Period 1",0.0129972529608938,56757,853048,"2019-12-01",1,0,0,1,0,0,2,8,7,3,4,70,TRUE,"Age 56+","Medium","Rural","High","Positive"
"2722","Period 1",0.0129972529608938,56758,853057,"2019-12-01",1,1,0,0,0,0,1,1,0,5,4,51,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"2723","Period 1",0.0129972529608938,56759,853073,"2019-12-01",1,0,0,0,0,0,2,6,3,4,4,39,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"2724","Period 1",0.0129972529608938,56760,853091,"2019-12-01",1,1,0,1,0,0,2,6,4,2,5,60,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"2725","Period 1",0.0129972529608938,56761,853140,"2019-12-01",1,1,0,0,0,0,1,4,6,2,3,25,FALSE,"Age 16-29","Medium","Urban","Medium","Positive"
"2726","Period 1",0.0129972529608938,56762,853149,"2019-12-01",1,0,0,1,0,0,1,0,1,3,1,85,TRUE,"Age 56+","Low","Rural","Low","Positive"
"2727","Period 1",0.0129972529608938,56763,853186,"2019-12-01",1,0,0,1,0,0,2,5,3,3,2,71,TRUE,"Age 56+","Low","Rural","Low","Positive"
"2728","Period 1",0.0129972529608938,56764,853195,"2019-12-01",1,0,0,0,0,0,1,8,6,4,6,47,FALSE,"Age 30-55","High","Rural","Medium","Positive"
"2729","Period 1",0.0129972529608938,56765,853219,"2019-12-01",1,1,0,1,0,0,1,7,7,5,2,62,TRUE,"Age 56+","Low","Rural","High","Positive"
"2730","Period 1",0.0129972529608938,56766,853262,"2019-12-01",1,0,0,1,0,0,1,6,6,3,4,69,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2731","Period 1",0.0129972529608938,56767,853277,"2019-12-01",0,0,0,0,1,0,2,5,4,1,5,71,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"2732","Period 1",0.0129972529608938,56768,853317,"2019-12-01",0,1,0,0,0,0,2,5,5,2,1,17,FALSE,"Age 16-29","Low","Urban","Medium","Positive"
"2733","Period 1",0.0129972529608938,56769,853338,"2019-12-01",1,0,0,1,0,0,1,6,6,5,4,67,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2734","Period 1",0.0129972529608938,56770,853360,"2019-12-01",1,1,0,0,0,0,2,7,8,3,1,17,FALSE,"Age 16-29","Low","Rural","High","Positive"
"2735","Period 1",0.0129972529608938,56771,853378,"2019-12-01",1,0,0,1,0,0,2,6,5,5,3,84,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2736","Period 1",0.0129972529608938,56772,853384,"2019-12-01",1,0,0,1,0,0,2,7,8,2,6,29,TRUE,"Age 16-29","High","Urban","High","Positive"
"2737","Period 1",0.0129972529608938,56773,853400,"2019-12-01",1,1,0,0,0,0,1,9,9,4,3,53,FALSE,"Age 30-55","Medium","Rural","High","Positive"
"2738","Period 1",0.0129972529608938,58960,895938,"2019-12-01",1,1,0,0,0,0,1,5,4,3,5,40,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"2739","Period 1",0.0129972529608938,56775,853460,"2019-12-01",1,1,0,0,0,0,1,1,0,4,2,61,FALSE,"Age 56+","Low","Rural","Low","Positive"
"2740","Period 1",0.0129972529608938,56776,853482,"2019-12-01",1,0,0,0,0,0,2,3,1,3,6,73,FALSE,"Age 56+","High","Rural","Low","Positive"
"2741","Period 1",0.0129972529608938,56777,853491,"2019-12-01",1,1,1,0,0,0,2,6,5,1,4,66,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"2742","Period 1",0.0129972529608938,56778,853512,"2019-12-01",1,1,0,0,0,0,2,6,5,2,5,39,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"2743","Period 1",0.0129972529608938,56779,853521,"2019-12-01",1,1,0,0,0,0,2,7,7,1,6,25,FALSE,"Age 16-29","High","Urban","High","Positive"
"2744","Period 1",0.0129972529608938,56780,853527,"2019-12-01",1,0,0,0,0,0,2,8,8,5,2,53,FALSE,"Age 30-55","Low","Rural","High","Positive"
"2745","Period 1",0.0129972529608938,56781,853530,"2019-12-01",0,1,0,0,0,0,2,5,3,1,5,45,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"2746","Period 1",0.0129972529608938,56782,853535,"2019-12-01",1,1,0,0,0,0,1,9,8,5,6,45,FALSE,"Age 30-55","High","Rural","High","Positive"
"2747","Period 1",0.0129972529608938,56783,853549,"2019-12-01",1,1,0,1,0,0,1,7,5,3,3,65,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"2748","Period 1",0.0129972529608938,56784,853564,"2019-12-01",0,0,0,0,1,0,2,6,5,3,4,25,FALSE,"Age 16-29","Medium","Rural","Medium","Positive"
"2749","Period 1",0.0129972529608938,56785,853652,"2019-12-01",1,0,0,1,0,0,2,4,2,3,2,74,TRUE,"Age 56+","Low","Rural","Low","Positive"
"2750","Period 1",0.0129972529608938,56786,853671,"2019-12-01",0,0,0,0,1,0,3,7,7,1,5,31,FALSE,"Age 30-55","Medium","Urban","High","Positive"
"2751","Period 1",0.0129972529608938,56787,853674,"2019-12-01",1,1,0,1,0,0,1,6,6,3,2,80,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"2752","Period 1",0.0129972529608938,56788,853695,"2019-12-01",1,1,0,0,0,0,1,5,6,4,4,63,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"2753","Period 1",0.0129972529608938,56789,853701,"2019-12-01",1,0,0,0,0,0,3,0,0,2,4,57,FALSE,"Age 56+","Medium","Urban","Low","Positive"
