"","time_point","sentiment","X","nomem_encr","date","follow_the_news_tv.radio","follow_the_news_internet","follow_the_news_free.newspaper","follow_the_news_paid.newspaper","follow_the_news_not.hardly","follow_the_news_dont_know","interested_in_the_news","confidence_dutch_parliament","confidence_eu_parliament","rural_urban","education","age","news_consumption","cohort","edu","urb","trust_eu_levels","sentiment_binary"
"167","Period 1",0.0129972529608938,54203,803356,"2019-12-01",1,1,0,1,0,0,1,5,4,3,3,63,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"168","Period 1",0.0129972529608938,57484,868188,"2019-12-01",1,1,0,1,0,0,1,7,7,1,6,32,TRUE,"Age 30-55","High","Urban","High","Positive"
"169","Period 1",0.0129972529608938,54205,803472,"2019-12-01",1,1,0,0,0,0,1,7,6,2,5,80,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"170","Period 1",0.0129972529608938,54206,803500,"2019-12-01",0,0,0,0,1,0,2,6,6,5,4,48,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"171","Period 1",0.0129972529608938,54207,803503,"2019-12-01",1,1,1,0,0,0,1,0,0,4,5,61,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"172","Period 1",0.0129972529608938,54208,803506,"2019-12-01",1,1,0,1,0,0,1,8,7,1,6,50,TRUE,"Age 30-55","High","Urban","High","Positive"
"173","Period 1",0.0129972529608938,54209,803515,"2019-12-01",1,1,0,0,0,0,2,7,5,3,4,51,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"174","Period 1",0.0129972529608938,54210,803536,"2019-12-01",0,0,0,0,1,0,2,0,0,3,4,35,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"175","Period 1",0.0129972529608938,54211,803540,"2019-12-01",1,1,0,0,0,0,1,4,1,2,2,49,FALSE,"Age 30-55","Low","Urban","Low","Positive"
"176","Period 1",0.0129972529608938,54212,803555,"2019-12-01",1,1,0,0,0,0,2,5,5,4,3,34,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"177","Period 1",0.0129972529608938,54213,803567,"2019-12-01",1,0,0,0,0,0,1,7,6,2,4,68,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"178","Period 1",0.0129972529608938,54214,803570,"2019-12-01",1,1,0,0,0,0,2,3,1,3,4,33,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"179","Period 1",0.0129972529608938,54215,803619,"2019-12-01",1,1,0,0,0,0,1,6,4,4,4,69,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"180","Period 1",0.0129972529608938,54216,803628,"2019-12-01",0,1,0,0,0,0,2,6,5,2,6,44,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"181","Period 1",0.0129972529608938,54217,803662,"2019-12-01",1,1,0,0,0,0,1,2,0,4,2,57,FALSE,"Age 56+","Low","Rural","Low","Positive"
"182","Period 1",0.0129972529608938,57498,868353,"2019-12-01",1,1,0,1,0,0,1,7,3,5,2,65,TRUE,"Age 56+","Low","Rural","Low","Positive"
"183","Period 1",0.0129972529608938,54219,803723,"2019-12-01",1,1,0,0,0,0,2,8,8,1,4,65,FALSE,"Age 56+","Medium","Urban","High","Positive"
"184","Period 1",0.0129972529608938,54220,803729,"2019-12-01",1,1,0,0,0,0,2,8,8,2,5,38,FALSE,"Age 30-55","Medium","Urban","High","Positive"
"185","Period 1",0.0129972529608938,54221,803732,"2019-12-01",1,1,0,1,0,0,1,4,2,3,2,68,TRUE,"Age 56+","Low","Rural","Low","Positive"
"186","Period 1",0.0129972529608938,54222,803747,"2019-12-01",1,0,0,0,0,0,2,4,4,2,1,57,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"187","Period 1",0.0129972529608938,54223,803765,"2019-12-01",0,1,0,0,0,0,2,1,1,2,2,52,FALSE,"Age 30-55","Low","Urban","Low","Positive"
"188","Period 1",0.0129972529608938,54224,803771,"2019-12-01",1,1,0,0,0,0,2,7,7,5,2,19,FALSE,"Age 16-29","Low","Rural","High","Positive"
"189","Period 1",0.0129972529608938,57505,868435,"2019-12-01",1,1,0,0,0,0,1,8,8,2,5,28,FALSE,"Age 16-29","Medium","Urban","High","Positive"
"190","Period 1",0.0129972529608938,54226,803788,"2019-12-01",0,0,0,0,1,0,2,5,5,3,4,28,FALSE,"Age 16-29","Medium","Rural","Medium","Positive"
"191","Period 1",0.0129972529608938,54227,803799,"2019-12-01",1,1,0,1,0,0,1,7,6,3,4,69,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"192","Period 1",0.0129972529608938,54228,803805,"2019-12-01",1,1,0,1,0,0,1,3,7,4,2,77,TRUE,"Age 56+","Low","Rural","High","Positive"
"193","Period 1",0.0129972529608938,54229,803829,"2019-12-01",1,0,0,0,0,0,2,0,0,4,4,40,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"194","Period 1",0.0129972529608938,54230,803854,"2019-12-01",1,1,0,0,0,0,2,5,5,1,4,53,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"195","Period 1",0.0129972529608938,54231,803863,"2019-12-01",0,1,0,0,0,0,2,6,6,2,5,45,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"196","Period 1",0.0129972529608938,54232,803906,"2019-12-01",1,1,1,0,0,0,1,6,5,1,1,49,TRUE,"Age 30-55","Low","Urban","Medium","Positive"
"197","Period 1",0.0129972529608938,54233,803924,"2019-12-01",1,1,0,0,0,0,1,0,0,5,6,29,FALSE,"Age 16-29","High","Rural","Low","Positive"
"198","Period 1",0.0129972529608938,54234,803927,"2019-12-01",0,1,0,0,0,0,1,3,2,1,5,30,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"199","Period 1",0.0129972529608938,54235,803952,"2019-12-01",1,0,0,1,0,0,2,7,7,2,2,62,TRUE,"Age 56+","Low","Urban","High","Positive"
"200","Period 1",0.0129972529608938,54236,803958,"2019-12-01",1,1,1,0,0,0,1,6,4,2,1,39,TRUE,"Age 30-55","Low","Urban","Medium","Positive"
"201","Period 1",0.0129972529608938,54237,803961,"2019-12-01",1,0,0,1,0,0,1,6,6,2,2,78,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"202","Period 1",0.0129972529608938,54238,804000,"2019-12-01",0,0,0,0,1,0,2,7,7,3,5,28,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"203","Period 1",0.0129972529608938,54239,804018,"2019-12-01",1,1,0,0,0,0,1,8,7,1,6,22,FALSE,"Age 16-29","High","Urban","High","Positive"
"204","Period 1",0.0129972529608938,54240,804019,"2019-12-01",1,1,0,0,0,0,1,6,4,2,3,45,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"205","Period 1",0.0129972529608938,54241,804031,"2019-12-01",1,1,0,1,0,0,2,5,5,5,5,69,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"206","Period 1",0.0129972529608938,54242,804037,"2019-12-01",1,1,0,1,0,0,1,8,7,1,5,50,TRUE,"Age 30-55","Medium","Urban","High","Positive"
"207","Period 1",0.0129972529608938,54243,804049,"2019-12-01",1,1,1,1,0,0,1,6,6,4,3,23,TRUE,"Age 16-29","Medium","Rural","Medium","Positive"
"208","Period 1",0.0129972529608938,54244,804067,"2019-12-01",1,0,0,1,0,0,2,6,7,2,4,70,TRUE,"Age 56+","Medium","Urban","High","Positive"
"209","Period 1",0.0129972529608938,54245,804074,"2019-12-01",1,1,0,1,0,0,2,2,3,4,4,49,TRUE,"Age 30-55","Medium","Rural","Low","Positive"
"210","Period 1",0.0129972529608938,54246,804098,"2019-12-01",0,1,1,0,0,0,2,8,7,2,6,25,TRUE,"Age 16-29","High","Urban","High","Positive"
"211","Period 1",0.0129972529608938,54247,804104,"2019-12-01",1,0,0,0,0,0,2,6,4,2,1,63,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"212","Period 1",0.0129972529608938,54248,804135,"2019-12-01",1,1,0,0,0,0,2,7,6,4,6,37,FALSE,"Age 30-55","High","Rural","Medium","Positive"
"213","Period 1",0.0129972529608938,54249,804187,"2019-12-01",1,0,0,0,0,0,2,7,7,3,5,28,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"214","Period 1",0.0129972529608938,54250,804196,"2019-12-01",1,0,0,1,0,0,1,6,7,5,6,64,TRUE,"Age 56+","High","Rural","High","Positive"
"215","Period 1",0.0129972529608938,54251,804211,"2019-12-01",0,1,0,0,0,0,2,6,6,1,4,37,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"216","Period 1",0.0129972529608938,54252,804226,"2019-12-01",1,0,0,1,0,0,1,7,6,5,4,63,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"217","Period 1",0.0129972529608938,54253,804251,"2019-12-01",1,0,0,1,0,0,1,7,7,2,2,73,TRUE,"Age 56+","Low","Urban","High","Positive"
"218","Period 1",0.0129972529608938,57534,869046,"2019-12-01",1,0,0,1,0,0,1,1,0,1,4,73,TRUE,"Age 56+","Medium","Urban","Low","Positive"
"219","Period 1",0.0129972529608938,54255,804296,"2019-12-01",0,0,0,0,1,0,2,5,5,5,3,77,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"220","Period 1",0.0129972529608938,57536,869061,"2019-12-01",0,1,0,0,0,0,2,6,4,1,6,30,FALSE,"Age 30-55","High","Urban","Medium","Positive"
"221","Period 1",0.0129972529608938,54257,804354,"2019-12-01",1,0,0,1,0,0,1,5,5,5,2,46,TRUE,"Age 30-55","Low","Rural","Medium","Positive"
"222","Period 1",0.0129972529608938,54258,804360,"2019-12-01",1,1,0,1,0,0,1,7,7,4,6,70,TRUE,"Age 56+","High","Rural","High","Positive"
"223","Period 1",0.0129972529608938,54259,804375,"2019-12-01",1,0,0,0,0,0,2,1,0,2,4,59,FALSE,"Age 56+","Medium","Urban","Low","Positive"
"224","Period 1",0.0129972529608938,54260,804406,"2019-12-01",0,0,0,0,1,0,3,0,0,1,5,27,FALSE,"Age 16-29","Medium","Urban","Low","Positive"
"225","Period 1",0.0129972529608938,54261,804412,"2019-12-01",0,1,1,0,0,0,2,5,2,3,2,59,TRUE,"Age 56+","Low","Rural","Low","Positive"
"226","Period 1",0.0129972529608938,54262,804455,"2019-12-01",1,0,0,1,0,0,2,7,7,5,3,55,TRUE,"Age 30-55","Medium","Rural","High","Positive"
"227","Period 1",0.0129972529608938,54263,804473,"2019-12-01",1,1,0,0,0,0,1,7,6,2,5,39,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"228","Period 1",0.0129972529608938,54264,804476,"2019-12-01",1,0,0,0,0,0,2,5,3,4,2,27,FALSE,"Age 16-29","Low","Rural","Low","Positive"
"229","Period 1",0.0129972529608938,55358,825700,"2019-12-01",1,1,0,0,0,0,2,2,2,5,4,29,FALSE,"Age 16-29","Medium","Rural","Low","Positive"
"230","Period 1",0.0129972529608938,54266,804489,"2019-12-01",0,1,0,0,0,0,2,1,0,2,2,65,FALSE,"Age 56+","Low","Urban","Low","Positive"
"231","Period 1",0.0129972529608938,54267,804495,"2019-12-01",1,1,0,0,0,0,1,8,6,5,4,46,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"232","Period 1",0.0129972529608938,54268,804516,"2019-12-01",1,1,0,0,0,0,2,5,5,5,2,47,FALSE,"Age 30-55","Low","Rural","Medium","Positive"
"233","Period 1",0.0129972529608938,54269,804522,"2019-12-01",1,1,0,0,0,0,2,6,3,2,5,35,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"234","Period 1",0.0129972529608938,54270,804556,"2019-12-01",0,1,0,0,0,0,1,7,6,4,6,46,FALSE,"Age 30-55","High","Rural","Medium","Positive"
"235","Period 1",0.0129972529608938,54271,804562,"2019-12-01",0,1,0,0,0,0,2,6,4,1,4,40,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"236","Period 1",0.0129972529608938,54272,804565,"2019-12-01",1,1,0,1,0,0,1,6,5,2,5,63,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"237","Period 1",0.0129972529608938,54273,804626,"2019-12-01",1,0,0,1,0,0,1,8,8,4,5,79,TRUE,"Age 56+","Medium","Rural","High","Positive"
"238","Period 1",0.0129972529608938,54274,804641,"2019-12-01",1,1,0,0,0,0,2,8,8,2,2,65,FALSE,"Age 56+","Low","Urban","High","Positive"
"239","Period 1",0.0129972529608938,54275,804655,"2019-12-01",1,1,0,1,0,0,2,5,3,5,2,63,TRUE,"Age 56+","Low","Rural","Low","Positive"
"240","Period 1",0.0129972529608938,54276,804664,"2019-12-01",1,1,1,0,0,0,2,3,2,2,1,56,TRUE,"Age 56+","Low","Urban","Low","Positive"
"241","Period 1",0.0129972529608938,57557,869342,"2019-12-01",1,0,0,1,0,0,2,6,6,1,3,86,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"242","Period 1",0.0129972529608938,54278,804675,"2019-12-01",1,1,0,1,0,0,1,4,3,4,2,70,TRUE,"Age 56+","Low","Rural","Low","Positive"
"243","Period 1",0.0129972529608938,54279,804742,"2019-12-01",1,1,0,0,0,0,2,8,8,4,6,32,FALSE,"Age 30-55","High","Rural","High","Positive"
"244","Period 1",0.0129972529608938,54280,804760,"2019-12-01",1,1,0,0,0,0,2,7,7,3,5,28,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"245","Period 1",0.0129972529608938,54281,804776,"2019-12-01",1,0,0,1,0,0,1,7,5,2,6,74,TRUE,"Age 56+","High","Urban","Medium","Positive"
"246","Period 1",0.0129972529608938,54282,804806,"2019-12-01",1,1,0,0,0,0,1,6,6,5,4,68,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"247","Period 1",0.0129972529608938,54283,804861,"2019-12-01",0,0,0,0,1,0,3,5,5,5,5,59,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"248","Period 1",0.0129972529608938,54284,804895,"2019-12-01",0,1,0,0,0,0,2,1,0,5,4,43,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"249","Period 1",0.0129972529608938,54285,804916,"2019-12-01",1,1,0,1,0,0,2,8,4,4,1,62,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"250","Period 1",0.0129972529608938,54286,804925,"2019-12-01",1,1,0,0,0,0,1,6,5,5,5,52,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"251","Period 1",0.0129972529608938,54287,804949,"2019-12-01",1,0,0,1,0,0,2,7,6,1,6,73,TRUE,"Age 56+","High","Urban","Medium","Positive"
"252","Period 1",0.0129972529608938,54288,804953,"2019-12-01",0,0,0,1,0,0,2,6,1,3,2,80,TRUE,"Age 56+","Low","Rural","Low","Positive"
"253","Period 1",0.0129972529608938,54289,804968,"2019-12-01",1,0,0,1,0,0,2,6,6,2,1,60,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"254","Period 1",0.0129972529608938,54290,805007,"2019-12-01",1,1,0,1,0,0,1,3,3,5,5,66,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"255","Period 1",0.0129972529608938,54291,805059,"2019-12-01",1,0,0,1,0,0,1,7,5,3,2,67,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"256","Period 1",0.0129972529608938,54292,805062,"2019-12-01",1,1,0,1,0,0,1,6,2,5,5,62,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"257","Period 1",0.0129972529608938,54293,805068,"2019-12-01",1,1,1,1,0,0,1,5,4,1,2,63,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"258","Period 1",0.0129972529608938,54294,805096,"2019-12-01",1,1,0,0,0,0,2,5,7,1,6,34,FALSE,"Age 30-55","High","Urban","High","Positive"
"259","Period 1",0.0129972529608938,54295,805099,"2019-12-01",1,1,0,0,0,0,1,5,0,4,2,55,FALSE,"Age 30-55","Low","Rural","Low","Positive"
"260","Period 1",0.0129972529608938,54296,805139,"2019-12-01",0,1,0,1,0,0,1,6,2,2,5,38,TRUE,"Age 30-55","Medium","Urban","Low","Positive"
"261","Period 1",0.0129972529608938,57577,869726,"2019-12-01",1,1,0,0,0,0,2,0,0,3,2,58,FALSE,"Age 56+","Low","Rural","Low","Positive"
"262","Period 1",0.0129972529608938,54298,805181,"2019-12-01",1,1,0,0,0,0,1,6,5,5,4,51,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"263","Period 1",0.0129972529608938,54299,805252,"2019-12-01",1,1,0,0,0,0,2,4,4,5,4,51,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"264","Period 1",0.0129972529608938,54300,805258,"2019-12-01",1,0,1,0,0,0,2,7,5,2,2,77,TRUE,"Age 56+","Low","Urban","Medium","Positive"
"265","Period 1",0.0129972529608938,54301,805273,"2019-12-01",1,1,0,0,0,0,2,8,6,5,3,54,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"266","Period 1",0.0129972529608938,54302,805288,"2019-12-01",1,0,0,1,0,0,1,8,6,5,2,69,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"267","Period 1",0.0129972529608938,54303,805300,"2019-12-01",1,1,0,0,0,0,1,6,6,1,2,67,FALSE,"Age 56+","Low","Urban","Medium","Positive"
"268","Period 1",0.0129972529608938,54304,805303,"2019-12-01",1,1,0,1,0,0,1,8,7,4,5,73,TRUE,"Age 56+","Medium","Rural","High","Positive"
"269","Period 1",0.0129972529608938,54305,805319,"2019-12-01",1,1,0,1,0,0,1,2,1,2,4,55,TRUE,"Age 30-55","Medium","Urban","Low","Positive"
"270","Period 1",0.0129972529608938,54306,805339,"2019-12-01",0,1,0,0,0,0,1,8,1,4,1,18,FALSE,"Age 16-29","Low","Rural","Low","Positive"
"271","Period 1",0.0129972529608938,54307,805340,"2019-12-01",1,1,0,1,0,0,1,5,6,5,4,67,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"272","Period 1",0.0129972529608938,54308,805349,"2019-12-01",1,0,0,1,0,1,1,6,6,5,5,92,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"273","Period 1",0.0129972529608938,54309,805364,"2019-12-01",1,0,0,0,0,0,1,0,0,5,4,43,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"274","Period 1",0.0129972529608938,54310,805383,"2019-12-01",1,1,0,1,0,0,1,6,6,1,6,26,TRUE,"Age 16-29","High","Urban","Medium","Positive"
"275","Period 1",0.0129972529608938,54311,805444,"2019-12-01",1,1,0,0,0,0,2,6,6,4,4,53,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"276","Period 1",0.0129972529608938,54312,805484,"2019-12-01",1,1,0,0,0,0,1,3,6,5,2,61,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"277","Period 1",0.0129972529608938,54313,805496,"2019-12-01",1,1,0,0,0,0,1,8,6,4,3,21,FALSE,"Age 16-29","Medium","Rural","Medium","Positive"
"278","Period 1",0.0129972529608938,54314,805502,"2019-12-01",0,1,0,0,0,0,2,5,5,3,5,49,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"279","Period 1",0.0129972529608938,54315,805508,"2019-12-01",1,1,1,0,0,0,1,6,6,4,6,71,TRUE,"Age 56+","High","Rural","Medium","Positive"
"280","Period 1",0.0129972529608938,54316,805520,"2019-12-01",1,0,0,0,0,0,1,6,6,5,5,75,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"281","Period 1",0.0129972529608938,54317,805523,"2019-12-01",1,0,0,0,0,0,2,5,5,4,4,37,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"282","Period 1",0.0129972529608938,54318,805532,"2019-12-01",1,1,0,0,0,0,2,8,5,2,4,55,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"283","Period 1",0.0129972529608938,54319,805560,"2019-12-01",1,1,0,1,0,0,1,7,7,5,6,76,TRUE,"Age 56+","High","Rural","High","Positive"
"284","Period 1",0.0129972529608938,54320,805563,"2019-12-01",1,1,0,0,0,0,1,7,5,2,5,75,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"285","Period 1",0.0129972529608938,54321,805569,"2019-12-01",0,0,0,0,1,0,2,5,5,5,4,48,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"286","Period 1",0.0129972529608938,54322,805572,"2019-12-01",1,0,0,0,0,0,1,4,0,1,5,64,FALSE,"Age 56+","Medium","Urban","Low","Positive"
"287","Period 1",0.0129972529608938,54323,805575,"2019-12-01",0,1,0,0,0,0,2,5,4,3,2,30,FALSE,"Age 30-55","Low","Rural","Medium","Positive"
"288","Period 1",0.0129972529608938,54324,805584,"2019-12-01",1,1,0,0,0,0,1,7,5,1,4,73,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"289","Period 1",0.0129972529608938,54325,805603,"2019-12-01",1,1,0,0,0,0,1,7,6,5,4,67,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"290","Period 1",0.0129972529608938,57606,870318,"2019-12-01",1,1,0,0,0,0,1,8,7,1,4,34,FALSE,"Age 30-55","Medium","Urban","High","Positive"
"291","Period 1",0.0129972529608938,54327,805657,"2019-12-01",0,1,0,0,0,0,2,6,4,4,4,57,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"292","Period 1",0.0129972529608938,54328,805670,"2019-12-01",1,1,1,1,0,0,1,8,9,3,5,80,TRUE,"Age 56+","Medium","Rural","High","Positive"
"293","Period 1",0.0129972529608938,54329,805685,"2019-12-01",0,1,0,1,0,0,2,8,8,3,5,39,TRUE,"Age 30-55","Medium","Rural","High","Positive"
"294","Period 1",0.0129972529608938,54330,805709,"2019-12-01",0,1,0,1,0,0,2,6,6,2,5,60,TRUE,"Age 56+","Medium","Urban","Medium","Positive"
"295","Period 1",0.0129972529608938,54331,805749,"2019-12-01",1,1,0,1,0,0,1,7,2,5,3,69,TRUE,"Age 56+","Medium","Rural","Low","Positive"
"296","Period 1",0.0129972529608938,54332,805752,"2019-12-01",0,1,0,0,0,0,2,6,6,3,4,32,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"297","Period 1",0.0129972529608938,54333,805761,"2019-12-01",1,1,0,0,0,0,2,5,4,2,4,60,FALSE,"Age 56+","Medium","Urban","Medium","Positive"
"298","Period 1",0.0129972529608938,54334,805804,"2019-12-01",1,0,0,1,0,0,2,5,2,5,4,40,TRUE,"Age 30-55","Medium","Rural","Low","Positive"
"299","Period 1",0.0129972529608938,54335,805816,"2019-12-01",1,0,0,0,0,0,2,0,0,4,2,65,FALSE,"Age 56+","Low","Rural","Low","Positive"
"300","Period 1",0.0129972529608938,54336,805819,"2019-12-01",1,1,0,0,0,0,2,2,2,3,4,35,FALSE,"Age 30-55","Medium","Rural","Low","Positive"
"301","Period 1",0.0129972529608938,54337,805828,"2019-12-01",1,1,0,0,0,0,2,6,5,4,2,75,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"302","Period 1",0.0129972529608938,54338,805868,"2019-12-01",1,1,0,0,0,0,1,7,8,1,5,76,FALSE,"Age 56+","Medium","Urban","High","Positive"
"303","Period 1",0.0129972529608938,54339,805895,"2019-12-01",1,0,0,1,0,0,1,8,7,2,5,70,TRUE,"Age 56+","Medium","Urban","High","Positive"
"304","Period 1",0.0129972529608938,54340,805908,"2019-12-01",1,1,0,0,0,0,1,0,0,4,2,47,FALSE,"Age 30-55","Low","Rural","Low","Positive"
"305","Period 1",0.0129972529608938,54341,805950,"2019-12-01",1,1,1,0,0,0,1,5,3,3,2,65,TRUE,"Age 56+","Low","Rural","Low","Positive"
"306","Period 1",0.0129972529608938,54342,806008,"2019-12-01",1,1,0,1,0,0,1,3,2,4,2,68,TRUE,"Age 56+","Low","Rural","Low","Positive"
"307","Period 1",0.0129972529608938,54343,806033,"2019-12-01",1,0,0,0,0,0,2,6,5,3,2,77,FALSE,"Age 56+","Low","Rural","Medium","Positive"
"308","Period 1",0.0129972529608938,54344,806045,"2019-12-01",1,1,0,0,0,0,2,5,4,1,5,30,FALSE,"Age 30-55","Medium","Urban","Medium","Positive"
"309","Period 1",0.0129972529608938,54345,806063,"2019-12-01",0,0,0,0,1,0,2,7,7,5,2,16,FALSE,"Age 16-29","Low","Rural","High","Positive"
"310","Period 1",0.0129972529608938,54346,806079,"2019-12-01",1,1,0,1,0,0,2,7,6,5,5,54,TRUE,"Age 30-55","Medium","Rural","Medium","Positive"
"311","Period 1",0.0129972529608938,54347,806124,"2019-12-01",1,1,0,0,0,0,2,7,8,5,1,17,FALSE,"Age 16-29","Low","Rural","High","Positive"
"312","Period 1",0.0129972529608938,54348,806158,"2019-12-01",1,0,0,1,0,0,1,5,3,5,2,75,TRUE,"Age 56+","Low","Rural","Low","Positive"
"313","Period 1",0.0129972529608938,54349,806195,"2019-12-01",1,0,1,1,0,0,1,5,5,3,5,80,TRUE,"Age 56+","Medium","Rural","Medium","Positive"
"314","Period 1",0.0129972529608938,54350,806198,"2019-12-01",1,1,0,0,0,0,2,0,0,3,2,38,FALSE,"Age 30-55","Low","Rural","Low","Positive"
"315","Period 1",0.0129972529608938,54351,806210,"2019-12-01",0,0,0,0,1,0,2,6,5,5,1,22,FALSE,"Age 16-29","Low","Rural","Medium","Positive"
"316","Period 1",0.0129972529608938,54352,806237,"2019-12-01",1,0,0,1,0,0,1,6,5,3,2,79,TRUE,"Age 56+","Low","Rural","Medium","Positive"
"317","Period 1",0.0129972529608938,54353,806256,"2019-12-01",1,1,0,0,0,0,2,6,6,4,5,59,FALSE,"Age 56+","Medium","Rural","Medium","Positive"
"318","Period 1",0.0129972529608938,54354,806265,"2019-12-01",0,1,0,0,0,0,2,7,7,3,4,20,FALSE,"Age 16-29","Medium","Rural","High","Positive"
"319","Period 1",0.0129972529608938,54355,806307,"2019-12-01",1,1,0,1,0,0,1,7,7,5,6,68,TRUE,"Age 56+","High","Rural","High","Positive"
"320","Period 1",0.0129972529608938,54356,806318,"2019-12-01",1,1,0,0,0,0,2,8,8,4,2,42,FALSE,"Age 30-55","Low","Rural","High","Positive"
"321","Period 1",0.0129972529608938,54357,806411,"2019-12-01",1,1,0,0,0,0,1,8,5,5,4,35,FALSE,"Age 30-55","Medium","Rural","Medium","Positive"
"322","Period 1",0.0129972529608938,54358,806414,"2019-12-01",1,1,0,0,0,0,1,6,3,2,4,47,FALSE,"Age 30-55","Medium","Urban","Low","Positive"
"323","Period 1",0.0129972529608938,54359,806454,"2019-12-01",1,1,0,1,0,0,1,8,5,5,6,71,TRUE,"Age 56+","High","Rural","Medium","Positive"
"324","Period 1",0.0129972529608938,54360,806460,"2019-12-01",1,1,0,0,0,0,2,9,8,1,5,32,FALSE,"Age 30-55","Medium","Urban","High","Positive"
